ID,Description,NES,pvalue,p.adjust,GeneRatio,BgRatio,geneID,geneName,Count,BG,Study,Freq,total_study,celltype,regulators,-log10(Padj),Study_1,Study_2,Cell_line
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT,DEFENSE RESPONSE TO SYMBIONT,4.09266895,0.000850628,0.021441075,Jul-91,291/17332,6772/3460/3459/201626/5371/8772/3433,STAT1/IFNGR2/IFNGR1/PDE12/PML/FADD/IFIT2,7,291,2022_NatureCommunication_Frey_KPC_OTI,8,19,Tcells,pos,1.668753443,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,"POSITIVE REGULATION OF CELL 
CELL ADHESION",2.752349657,0.000850628,0.021441075,Jul-91,291/17332,3716/3717/8772/288/939/64332/567,JAK1/JAK2/FADD/ANK3/CD27/NFKBIZ/B2M,7,291,2022_NatureCommunication_Frey_KPC_OTI,6,19,Tcells,pos,1.668753443,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_GMCSF_PATHWAY,GMCSF PATHWAY,3.043331166,0.000881857,0.022001429,Mar-91,36/17332,6772/3717/3265,STAT1/JAK2/HRAS,3,36,2022_NatureCommunication_Frey_KPC_OTI,5,19,Tcells,pos,1.657549102,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,INTRINSIC APOPTOTIC SIGNALING PATHWAY,2.260326681,0.000921179,0.022104108,Jul-91,295/17332,3717/1051/23028/5371/5591/3265/6498,JAK2/CEBPB/KDM1A/PML/PRKDC/HRAS/SKIL,7,295,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_IL2RB_PATHWAY,IL2RB PATHWAY,2.217379137,0.000956038,0.022104108,Mar-91,37/17332,3716/355/3265,JAK1/FAS/HRAS,3,37,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_1433557,Signaling by SCF-KIT,3.043331166,0.000956038,0.022104108,Mar-91,37/17332,6772/3717/3265,STAT1/JAK2/HRAS,3,37,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,"POSITIVE REGULATION OF CELL 
DEVELOPMENT",1.771522393,0.000958146,0.022104108,Jul-91,297/17332,23028/23654/1982/5591/6498/6239/29904,KDM1A/PLXNB2/EIF4G2/PRKDC/SKIL/RREB1/EEF2K,7,297,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_IFNA_PATHWAY,IFNA PATHWAY,3.608163287,0.000958297,0.022104108,Feb-91,9/17332,6772/3716,STAT1/JAK1,2,9,2022_NatureCommunication_Frey_KPC_OTI,14,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,"ACTIVATION INDUCED CELL DEATH 
OF T CELLS",0.993825038,0.000958297,0.022104108,Feb-91,9/17332,355/8772,FAS/FADD,2,9,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_112411,MAPK1 (ERK2) activation,2.972168615,0.000958297,0.022104108,Feb-91,9/17332,3716/3717,JAK1/JAK2,2,9,2022_NatureCommunication_Frey_KPC_OTI,12,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_8985947,Interleukin-9 signaling,3.608163287,0.000958297,0.022104108,Feb-91,9/17332,6772/3716,STAT1/JAK1,2,9,2022_NatureCommunication_Frey_KPC_OTI,14,19,Tcells,pos,1.655527005,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,"NEGATIVE REGULATION OF NEURON 
APOPTOTIC PROCESS",2.128748255,0.0009986,0.022818476,May-91,145/17332,3717/1051/5582/6418/3265,JAK2/CEBPB/PRKCG/SET/HRAS,5,145,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.641713371,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,"POSITIVE REGULATION OF CYSTEINE 
TYPE ENDOPEPTIDASE ACTIVITY",2.296945842,0.001029781,0.023195198,May-91,146/17332,3717/841/355/5371/8772,JAK2/CASP8/FAS/PML/FADD,5,146,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.634601911,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_FAS_PATHWAY,FAS PATHWAY,1.444157871,0.00103406,0.023195198,Mar-91,38/17332,841/355/8772,CASP8/FAS/FADD,3,38,2022_NatureCommunication_Frey_KPC_OTI,7,19,Tcells,pos,1.634601911,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_SODD_PATHWAY,SODD PATHWAY,1.165025225,0.001193781,0.024946958,Feb-91,10/17332,841/8772,CASP8/FADD,2,10,2022_NatureCommunication_Frey_KPC_OTI,10,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_ALPHA,"CELLULAR RESPONSE TO INTERFERON 
ALPHA",0.815122055,0.001193781,0.024946958,Feb-91,10/17332,201626/3433,PDE12/IFIT2,2,10,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS,MOTOR NEURON APOPTOTIC PROCESS,0.993825038,0.001193781,0.024946958,Feb-91,10/17332,355/8772,FAS/FADD,2,10,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,"POSITIVE REGULATION OF CYSTEINE 
TYPE ENDOPEPTIDASE ACTIVITY INVOLVED 
IN APOPTOTIC SIGNALING PATHWAY",1.813744336,0.001193781,0.024946958,Feb-91,10/17332,3717/355,JAK2/FAS,2,10,2022_NatureCommunication_Frey_KPC_OTI,5,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_110056,MAPK3 (ERK1) activation,2.972168615,0.001193781,0.024946958,Feb-91,10/17332,3716/3717,JAK1/JAK2,2,10,2022_NatureCommunication_Frey_KPC_OTI,12,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_2562578,TRIF-mediated programmed cell death,1.165025225,0.001193781,0.024946958,Feb-91,10/17332,841/8772,CASP8/FADD,2,10,2022_NatureCommunication_Frey_KPC_OTI,6,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_9020591,Interleukin-12 signaling,2.972168615,0.001193781,0.024946958,Feb-91,10/17332,3716/3717,JAK1/JAK2,2,10,2022_NatureCommunication_Frey_KPC_OTI,12,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_9020958,Interleukin-21 signaling,3.608163287,0.001193781,0.024946958,Feb-91,10/17332,6772/3716,STAT1/JAK1,2,10,2022_NatureCommunication_Frey_KPC_OTI,14,19,Tcells,pos,1.602982403,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_REGULATION_OF_DNA_REPAIR,REGULATION OF DNA REPAIR,1.4981557,0.001232307,0.025382431,May-91,152/17332,23028/5582/5371/5591/51366,KDM1A/PRKCG/PML/PRKDC/UBR5,5,152,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.595466784,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_RESPONSE_TO_CAMP,RESPONSE TO CAMP,2.361476848,0.001235382,0.025382431,Apr-91,89/17332,6772/23028/133522/29904,STAT1/KDM1A/PPARGC1B/EEF2K,4,89,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.595466784,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,"POSITIVE REGULATION OF INTRACELLULAR 
PROTEIN TRANSPORT",1.927309331,0.001343961,0.027383196,May-91,155/17332,3717/288/55754/3265/51366,JAK2/ANK3/TMEM30A/HRAS/UBR5,5,155,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.562515861,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,"REGULATION OF CYSTEINE TYPE 
ENDOPEPTIDASE ACTIVITY",2.235904411,0.001393862,0.028165232,Jun-91,232/17332,3717/841/355/5371/8772/939,JAK2/CASP8/FAS/PML/FADD/CD27,6,232,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.550286673,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX,"FORMATION OF TRANSLATION PREINITIATION 
COMPLEX",0.814962905,0.001454085,0.029141303,Feb-91,11/17332,54505/1975,DHX29/EIF4B,2,11,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.535491031,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,"REGULATION OF CELL MORPHOGENESIS 
INVOLVED IN DIFFERENTIATION",1.113393111,0.00163463,0.03249325,Apr-91,96/17332,6480/5591/6239/29904,ST6GAL1/PRKDC/RREB1/EEF2K,4,96,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.488206852,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
KEGG_hsa02010,ABC transporters,1.199114159,0.001693891,0.033216649,Mar-91,45/17332,6890/6891/154664,TAP1/TAP2/ABCA13,3,45,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.478644178,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_PRENYLATION,PRENYLATION,1.236847454,0.001738949,0.033216649,Feb-91,12/17332,9986/5876,RCE1/RABGGTB,2,12,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.478644178,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_REGULATION_OF_HISTONE_UBIQUITINATION,REGULATION OF HISTONE UBIQUITINATION,0.889611946,0.001738949,0.033216649,Feb-91,12/17332,23028/51366,KDM1A/UBR5,2,12,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.478644178,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_9673767,"Signaling by PDGFRA transmembrane, 
juxtamembrane and kinase domain 
mutants",2.298872159,0.001738949,0.033216649,Feb-91,12/17332,6772/3265,STAT1/HRAS,2,12,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.478644178,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_9673770,"Signaling by PDGFRA extracellular 
domain mutants",2.298872159,0.001738949,0.033216649,Feb-91,12/17332,6772/3265,STAT1/HRAS,2,12,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.478644178,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,"POSITIVE REGULATION OF COLD 
INDUCED THERMOGENESIS",2.044292514,0.001763406,0.033422688,Apr-91,98/17332,3717/1051/23028/133522,JAK2/CEBPB/KDM1A/PPARGC1B,4,98,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.475958622,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_KERATINOCYTE_PATHWAY,KERATINOCYTE PATHWAY,1.252347548,0.00180523,0.033675122,Mar-91,46/17332,5582/355/3265,PRKCG/FAS/HRAS,3,46,2022_NatureCommunication_Frey_KPC_OTI,5,19,Tcells,pos,1.472690818,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_TNF_PATHWAY,TNF PATHWAY,2.62001585,0.00180523,0.033675122,Mar-91,46/17332,6772/841/8772,STAT1/CASP8/FADD,3,46,2022_NatureCommunication_Frey_KPC_OTI,10,19,Tcells,pos,1.472690818,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_NEGATIVE_REGULATION_OF_BINDING,NEGATIVE REGULATION OF BINDING,1.954157699,0.001818043,0.033675122,May-91,166/17332,3717/23028/2072/3433/567,JAK2/KDM1A/ERCC4/IFIT2/B2M,5,166,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.472690818,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,"POSITIVE REGULATION OF CELLULAR 
AMIDE METABOLIC PROCESS",2.46829001,0.001866504,0.034312792,May-91,167/17332,3459/23654/1982/54505/5591,IFNGR1/PLXNB2/EIF4G2/DHX29/PRKDC,5,167,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.464543948,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_MICROGLIAL_CELL_ACTIVATION,MICROGLIAL CELL ACTIVATION,3.833564435,0.001921037,0.035051756,Mar-91,47/17332,3460/3459/3717,IFNGR2/IFNGR1/JAK2,3,47,2022_NatureCommunication_Frey_KPC_OTI,12,19,Tcells,pos,1.455290217,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,"INTRINSIC APOPTOTIC SIGNALING PATHWAY 
IN RESPONSE TO DNA 
DAMAGE",1.203669315,0.001969531,0.035265045,Apr-91,101/17332,23028/5371/5591/6498,KDM1A/PML/PRKDC/SKIL,4,101,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,REGULATION OF ERYTHROCYTE DIFFERENTIATION,2.180874216,0.002041375,0.035265045,Mar-91,48/17332,6772/5591/567,STAT1/PRKDC/B2M,3,48,2022_NatureCommunication_Frey_KPC_OTI,4,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_CTL_PATHWAY,CTL PATHWAY,0.802124786,0.002048113,0.035265045,Feb-91,13/17332,355/567,FAS/B2M,2,13,2022_NatureCommunication_Frey_KPC_OTI,11,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_IL10_PATHWAY,IL10 PATHWAY,3.608163287,0.002048113,0.035265045,Feb-91,13/17332,6772/3716,STAT1/JAK1,2,13,2022_NatureCommunication_Frey_KPC_OTI,14,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY,"TRAIL ACTIVATED APOPTOTIC SIGNALING 
PATHWAY",1.165025225,0.002048113,0.035265045,Feb-91,13/17332,841/8772,CASP8/FADD,2,13,2022_NatureCommunication_Frey_KPC_OTI,7,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_3270619,"IRF3-mediated induction of type 
I IFN",0.800745484,0.002048113,0.035265045,Feb-91,13/17332,5591/147945,PRKDC/NLRP4,2,13,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_5357786,TNFR1-induced proapoptotic signaling,1.165025225,0.002048113,0.035265045,Feb-91,13/17332,841/8772,CASP8/FADD,2,13,2022_NatureCommunication_Frey_KPC_OTI,10,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_933543,"NF-kB activation through FADD/RIP-1 
pathway mediated by caspase-8 
and -10",1.165025225,0.002048113,0.035265045,Feb-91,13/17332,841/8772,CASP8/FADD,2,13,2022_NatureCommunication_Frey_KPC_OTI,6,19,Tcells,pos,1.452655558,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,PROGRAMMED NECROTIC CELL DEATH,1.444157871,0.002166307,0.037039301,Mar-91,49/17332,841/355/8772,CASP8/FAS/FADD,3,49,2022_NatureCommunication_Frey_KPC_OTI,5,19,Tcells,pos,1.431337221,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION,"NEGATIVE REGULATION OF HISTONE 
MODIFICATION",1.072503623,0.002295891,0.03818676,Mar-91,50/17332,23028/6418/51366,KDM1A/SET/UBR5,3,50,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.41808719,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,"NEGATIVE REGULATION OF LEUKOCYTE 
APOPTOTIC PROCESS",0.838343726,0.002295891,0.03818676,Mar-91,50/17332,8772/6480/939,FADD/ST6GAL1/CD27,3,50,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.41808719,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,"POSITIVE REGULATION OF EXTRINSIC 
APOPTOTIC SIGNALING PATHWAY",0.970657149,0.002295891,0.03818676,Mar-91,50/17332,5371/8772/6498,PML/FADD/SKIL,3,50,2022_NatureCommunication_Frey_KPC_OTI,5,19,Tcells,pos,1.41808719,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_T_CELL_APOPTOTIC_PROCESS,T CELL APOPTOTIC PROCESS,0.977655268,0.002295891,0.03818676,Mar-91,50/17332,355/8772/939,FAS/FADD/CD27,3,50,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.41808719,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,"ANTIGEN PROCESSING AND PRESENTATION 
VIA MHC CLASS IB",0.738351011,0.002381319,0.03907601,Feb-91,14/17332,6891/567,TAP2/B2M,2,14,2022_NatureCommunication_Frey_KPC_OTI,14,19,Tcells,pos,1.408089783,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_9027284,Erythropoietin activates RAS,1.662877488,0.002381319,0.03907601,Feb-91,14/17332,3717/3265,JAK2/HRAS,2,14,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.408089783,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,ANTIGEN PROCESSING AND PRESENTATION,1.485703478,0.002430748,0.039358807,Apr-91,107/17332,6890/6891/6892/567,TAP1/TAP2/TAPBP/B2M,4,107,2022_NatureCommunication_Frey_KPC_OTI,12,19,Tcells,pos,1.404958073,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,"TUMOR NECROSIS FACTOR MEDIATED 
SIGNALING PATHWAY",3.360861647,0.002430748,0.039358807,Apr-91,107/17332,6772/3717/841/355,STAT1/JAK2/CASP8/FAS,4,107,2022_NatureCommunication_Frey_KPC_OTI,10,19,Tcells,pos,1.404958073,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING,"NEGATIVE REGULATION OF DNA 
BINDING",1.837077122,0.002569253,0.041057678,Mar-91,52/17332,3717/23028/2072,JAK2/KDM1A/ERCC4,3,52,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.386605618,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_KIT_PATHWAY,KIT PATHWAY,3.043331166,0.002569253,0.041057678,Mar-91,52/17332,6772/3717/3265,STAT1/JAK2/HRAS,3,52,2022_NatureCommunication_Frey_KPC_OTI,6,19,Tcells,pos,1.386605618,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,LEUKOCYTE APOPTOTIC PROCESS,1.151472462,0.002599673,0.041274034,Apr-91,109/17332,355/8772/6480/939,FAS/FADD/ST6GAL1/CD27,4,109,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.384323079,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_T_CELL_DIFFERENTIATION,T CELL DIFFERENTIATION,1.237395133,0.002620133,0.041330492,Jun-91,263/17332,8772/57089/5591/939/64332/567,FADD/ENTPD7/PRKDC/CD27/NFKBIZ/B2M,6,263,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.383729427,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,"REGULATION OF DOUBLE STRAND 
BREAK REPAIR",1.215983361,0.002687086,0.042114903,Apr-91,110/17332,23028/5371/5591/51366,KDM1A/PML/PRKDC/UBR5,4,110,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.375564193,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,INTRACELLULAR RECEPTOR SIGNALING PATHWAY,2.155144427,0.002720449,0.042366222,Jun-91,265/17332,3717/23028/5371/133522/51366/29966,JAK2/KDM1A/PML/PPARGC1B/UBR5/STRN3,6,265,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.372980259,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_IL3_PATHWAY,IL3 PATHWAY,1.662877488,0.002738313,0.042374521,Feb-91,15/17332,3717/3265,JAK2/HRAS,2,15,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.372895203,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_TGFBR_PATHWAY,TGFBR PATHWAY,1.293427667,0.002861919,0.043825463,Mar-91,54/17332,2280/5371/6498,FKBP1A/PML/SKIL,3,54,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.358273488,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
KEGG_hsa04668,TNF signaling pathway,1.650679536,0.002867924,0.043825463,Apr-91,112/17332,841/1051/355/8772,CASP8/CEBPB/FAS/FADD,4,112,2022_NatureCommunication_Frey_KPC_OTI,9,19,Tcells,pos,1.358273488,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,"POSITIVE REGULATION OF MYELOID 
LEUKOCYTE DIFFERENTIATION",1.3394374,0.003015628,0.045513639,Mar-91,55/17332,841/8772/133522,CASP8/FADD/PPARGC1B,3,55,2022_NatureCommunication_Frey_KPC_OTI,3,19,Tcells,pos,1.341858443,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_IL2_1PATHWAY,IL2 1PATHWAY,3.393237116,0.003015628,0.045513639,Mar-91,55/17332,6772/3716/3265,STAT1/JAK1/HRAS,3,55,2022_NatureCommunication_Frey_KPC_OTI,2,19,Tcells,pos,1.341858443,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
BIOCARTA_EIF_PATHWAY,EIF PATHWAY,0.745929594,0.00311884,0.046497335,Feb-91,16/17332,1982/29904,EIF4G2/EEF2K,2,16,2022_NatureCommunication_Frey_KPC_OTI,1,19,Tcells,pos,1.332571942,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,"POSITIVE REGULATION OF MACROPHAGE 
DIFFERENTIATION",1.165025225,0.00311884,0.046497335,Feb-91,16/17332,841/8772,CASP8/FADD,2,16,2022_NatureCommunication_Frey_KPC_OTI,6,19,Tcells,pos,1.332571942,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
