"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","celltype","regulators","-log10(Padj)"
"BIOCARTA_TPO_PATHWAY","TPO PATHWAY",3.00422602065193,0.00743218809441257,0.0639294145409217,"2/94","24/17332","6772/3717","STAT1/JAK2",2,24,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.19429927277263
"GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION","3 UTR MEDIATED MRNA STABILIZATION
",0.890619897315845,0.00743218809441257,0.0639294145409217,"2/94","24/17332","11044/1994","TENT4A/ELAVL1",2,24,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.19429927277263
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT","CELL DIFFERENTIATION INVOLVED IN METANEPHROS
 DEVELOPMENT",2.74526584526363,0.00743218809441257,0.0639294145409217,"2/94","24/17332","6772/25937","STAT1/WWTR1",2,24,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.19429927277263
"GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT","METANEPHRIC EPITHELIUM DEVELOPMENT",2.74526584526363,0.00743218809441257,0.0639294145409217,"2/94","24/17332","6772/25937","STAT1/WWTR1",2,24,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.19429927277263
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","POSITIVE REGULATION OF LEUKOCYTE ADHESION
 TO VASCULAR ENDOTHELIAL CELL",0.893855952185345,0.00743218809441257,0.0639294145409217,"2/94","24/17332","5970/2113","RELA/ETS1",2,24,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.19429927277263
"REACTOME_5213460","RIPK1-mediated regulated necrosis",1.53129055423129,0.00743218809441257,0.0639294145409217,"2/94","24/17332","355/8717","FAS/TRADD",2,24,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.19429927277263
"REACTOME_982772","Growth hormone receptor signaling",3.00422602065193,0.00743218809441257,0.0639294145409217,"2/94","24/17332","6772/3717","STAT1/JAK2",2,24,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.19429927277263
"GOBP_PEPTIDYL_LYSINE_METHYLATION","PEPTIDYL LYSINE METHYLATION",1.67437718319433,0.00782360357003614,0.0667010705416481,"4/94","144/17332","4221/9682/23067/55011","MEN1/KDM4A/SETD1B/PIH1D1",4,144,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.17586719566967
"GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE","ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE
",1.06895301174502,0.0078700990414426,0.0667010705416481,"3/94","75/17332","5610/51009/267","EIF2AK2/DERL2/AMFR",3,75,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"GOBP_RESPONSE_TO_CARBOHYDRATE","RESPONSE TO CARBOHYDRATE",2.06238115035149,0.00788195848138288,0.0667010705416481,"5/94","227/17332","4221/3383/91942/55011/5467","MEN1/ICAM1/NDUFAF2/PIH1D1/PPARD",5,227,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE","POSITIVE REGULATION OF INFLAMMATORY RESPONSE
",2.02218581461211,0.00801277359607751,0.0667010705416481,"4/94","145/17332","3717/7132/2113/8717","JAK2/TNFRSF1A/ETS1/TRADD",4,145,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS","ENERGY DERIVATION BY OXIDATION OF
 ORGANIC COMPOUNDS",2.64881711829073,0.00802748974741774,0.0667010705416481,"6/94","321/17332","92014/4720/4702/4696/4729/3454","SLC25A51/NDUFS2/NDUFA8/NDUFA3/NDUFV2/IFNAR1",6,321,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"BIOCARTA_TOLL_PATHWAY","TOLL PATHWAY",0.975575810868753,0.00805012920330236,0.0667010705416481,"2/94","25/17332","5970/5610","RELA/EIF2AK2",2,25,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY","INFLAMMASOME COMPLEX ASSEMBLY",0.6996547671012,0.00805012920330236,0.0667010705416481,"2/94","25/17332","5610/140609","EIF2AK2/NEK7",2,25,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","POSITIVE REGULATION OF AMYLOID PRECURSOR
 PROTEIN CATABOLIC PROCESS",1.89613868895601,0.00805012920330236,0.0667010705416481,"2/94","25/17332","3459/5970","IFNGR1/RELA",2,25,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.17586719566967
"GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION","REGULATION OF HISTONE H3 K9
 METHYLATION",1.1781361728172,0.00805012920330236,0.0667010705416481,"2/94","25/17332","9682/55011","KDM4A/PIH1D1",2,25,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.17586719566967
"KEGG_hsa05212","Pancreatic cancer",4.1545177615409,0.00816178695720013,0.0673513313947815,"3/94","76/17332","3716/6772/5970","JAK1/STAT1/RELA",3,76,"2020_Nature_Lawson_RencaHA",6,19,"Tcells","pos",1.17165381476369
"GOBP_REGULATION_OF_INSULIN_SECRETION","REGULATION OF INSULIN SECRETION",2.0348846749266,0.00840008754071318,0.0687587810792248,"4/94","147/17332","3717/91942/5978/5467","JAK2/NDUFAF2/REST/PPARD",4,147,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.16267183086891
"GOBP_RESPONSE_TO_UV","RESPONSE TO UV",1.75640573272467,0.00840008754071318,0.0687587810792248,"4/94","147/17332","4221/5970/545/8491","MEN1/RELA/ATR/MAP4K3",4,147,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.16267183086891
"REACTOME_8852276","The role of GTSE1 in
 G2/M progression after G2 checkpoint
",1.48418118317591,0.00845977853210266,0.0689121257898599,"3/94","77/17332","5693/63943/5720","PSMB5/FKBPL/PSME1",3,77,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.16170435283432
"KEGG_hsa04723","Retrograde endocannabinoid signaling",2.28229132662586,0.00859826887477034,0.0689121257898599,"4/94","148/17332","4720/4702/4696/4729","NDUFS2/NDUFA8/NDUFA3/NDUFV2",4,148,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.16170435283432
"GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS","NEGATIVE REGULATION OF CATABOLIC PROCESS
",1.99452792275239,0.00862715540458308,0.0689121257898599,"6/94","326/17332","5970/9682/11044/7812/1994/3182","RELA/KDM4A/TENT4A/CSDE1/ELAVL1/HNRNPAB",6,326,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.16170435283432
"BIOCARTA_NKT_PATHWAY","NKT PATHWAY",2.6741787382943,0.00869039615872125,0.0689121257898599,"2/94","26/17332","3459/3460","IFNGR1/IFNGR2",2,26,"2020_Nature_Lawson_RencaHA",8,19,"Tcells","pos",1.16170435283432
"GOBP_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY","INTERLEUKIN 6 MEDIATED SIGNALING PATHWAY
",3.50168419778065,0.00869039615872125,0.0689121257898599,"2/94","26/17332","3716/3717","JAK1/JAK2",2,26,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.16170435283432
"GOBP_PEPTIDYL_LYSINE_DIMETHYLATION","PEPTIDYL LYSINE DIMETHYLATION",1.05308955608009,0.00869039615872125,0.0689121257898599,"2/94","26/17332","23067/55011","SETD1B/PIH1D1",2,26,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.16170435283432
"GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","REGULATION OF NUCLEAR TRANSCRIBED MRNA
 CATABOLIC PROCESS DEADENYLATION DEPENDENT DECAY
",0.850559508462975,0.00869039615872125,0.0689121257898599,"2/94","26/17332","11044/7812","TENT4A/CSDE1",2,26,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.16170435283432
"PID_IL3_PATHWAY","IL3 PATHWAY",1.48838061823338,0.00869039615872125,0.0689121257898599,"2/94","26/17332","3717/7532","JAK2/YWHAG",2,26,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.16170435283432
"GOBP_MRNA_CATABOLIC_PROCESS","MRNA CATABOLIC PROCESS",1.72431550359107,0.00907614588265057,0.0716909577501193,"5/94","235/17332","11044/7812/1994/3182/9887","TENT4A/CSDE1/ELAVL1/HNRNPAB/SMG7",5,235,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.14453561764976
"BIOCARTA_EGF_PATHWAY","EGF PATHWAY",4.26962199620314,0.00935273393668291,0.0727793122572662,"2/94","27/17332","3716/6772","JAK1/STAT1",2,27,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.13799205268336
"GOBP_VESICLE_CARGO_LOADING","VESICLE CARGO LOADING",0.838880912318012,0.00935273393668291,0.0727793122572662,"2/94","27/17332","56681/22872","SAR1A/SEC31A",2,27,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.13799205268336
"REACTOME_912526","Interleukin receptor SHC signaling",3.50168419778065,0.00935273393668291,0.0727793122572662,"2/94","27/17332","3716/3717","JAK1/JAK2",2,27,"2020_Nature_Lawson_RencaHA",8,19,"Tcells","pos",1.13799205268336
"REACTOME_5607764","CLEC7A (Dectin-1) signaling",1.521401381481,0.00939186319171195,0.0727793122572662,"3/94","80/17332","5970/5693/5720","RELA/PSMB5/PSME1",3,80,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.13799205268336
"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY","NEGATIVE REGULATION OF KINASE ACTIVITY
",2.24943195446991,0.00939319202532204,0.0727793122572662,"5/94","237/17332","4221/25937/5795/7532/5859","MEN1/WWTR1/PTPRJ/YWHAG/QARS1",5,237,"2020_Nature_Lawson_RencaHA",6,19,"Tcells","pos",1.13799205268336
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION","REGULATION OF TRANSLATIONAL INITIATION",0.97541277653092,0.00971535223554871,0.0749892206774292,"3/94","81/17332","5610/7812/1983","EIF2AK2/CSDE1/EIF5",3,81,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.12500115976509
"BIOCARTA_PDGF_PATHWAY","PDGF PATHWAY",4.26962199620314,0.010036889571216,0.0766613569220942,"2/94","28/17332","3716/6772","JAK1/STAT1",2,28,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.11542349791023
"PID_REG_GR_PATHWAY","REG GR PATHWAY",2.82809712111172,0.0100452812518606,0.0766613569220942,"3/94","82/17332","6772/3383/5970","STAT1/ICAM1/RELA",3,82,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.11542349791023
"REACTOME_2871837","FCERI mediated NF-kB activation",1.521401381481,0.0100452812518606,0.0766613569220942,"3/94","82/17332","5970/5693/5720","RELA/PSMB5/PSME1",3,82,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.11542349791023
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION","DNA TEMPLATED TRANSCRIPTION ELONGATION",1.09115238556098,0.0103816744861023,0.0786373104730881,"3/94","83/17332","84337/22828/7919","ELOF1/SCAF8/DDX39B",3,83,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.10437134851609
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING","POSITIVE REGULATION OF PROTEIN BINDING
",1.98000371406001,0.0103816744861023,0.0786373104730881,"3/94","83/17332","567/4221/267","B2M/MEN1/AMFR",3,83,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.10437134851609
"BIOCARTA_BIOPEPTIDES_PATHWAY","BIOPEPTIDES PATHWAY",3.00422602065193,0.0107426121399312,0.0804704894614773,"2/94","29/17332","6772/3717","STAT1/JAK2",2,29,"2020_Nature_Lawson_RencaHA",8,19,"Tcells","pos",1.09436335707031
"BIOCARTA_DEATH_PATHWAY","DEATH PATHWAY",0.988413930187096,0.0107426121399312,0.0804704894614773,"2/94","29/17332","5970/8717","RELA/TRADD",2,29,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.09436335707031
"BIOCARTA_TNFR1_PATHWAY","TNFR1 PATHWAY",1.27270930798462,0.0107426121399312,0.0804704894614773,"2/94","29/17332","7132/8717","TNFRSF1A/TRADD",2,29,"2020_Nature_Lawson_RencaHA",12,19,"Tcells","pos",1.09436335707031
"GOBP_HISTONE_METHYLATION","HISTONE METHYLATION",1.67437718319433,0.0109828752713848,0.0818916524726004,"4/94","159/17332","4221/9682/23067/55011","MEN1/KDM4A/SETD1B/PIH1D1",4,159,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.08676036527072
"GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA
 DEATH DOMAIN RECEPTORS",1.78242606512783,0.0110739457205093,0.0818916524726004,"3/94","85/17332","7132/3383/8717","TNFRSF1A/ICAM1/TRADD",3,85,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.08676036527072
"GOBP_RNA_EXPORT_FROM_NUCLEUS","RNA EXPORT FROM NUCLEUS",1.23777779972891,0.0110739457205093,0.0818916524726004,"3/94","85/17332","29107/9887/7919","NXT1/SMG7/DDX39B",3,85,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.08676036527072
"GOBP_CARBOHYDRATE_HOMEOSTASIS","CARBOHYDRATE HOMEOSTASIS",2.06238115035149,0.0110936967635296,0.0818916524726004,"5/94","247/17332","4221/3383/91942/55011/5467","MEN1/ICAM1/NDUFAF2/PIH1D1/PPARD",5,247,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.08676036527072
"GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION","ESTABLISHMENT OF RNA LOCALIZATION",1.68435937189925,0.0114577861176262,0.0834530289672217,"4/94","161/17332","29107/9887/545/7919","NXT1/SMG7/ATR/DDX39B",4,161,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.0785578957747
"GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION","POSITIVE REGULATION OF DNA TEMPLATED
 TRANSCRIPTION ELONGATION",0.675160787386392,0.0114696527496822,0.0834530289672217,"2/94","30/17332","22828/7919","SCAF8/DDX39B",2,30,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.0785578957747
"REACTOME_5357956","TNFR1-induced NFkappaB signaling pathway",1.27270930798462,0.0114696527496822,0.0834530289672217,"2/94","30/17332","7132/8717","TNFRSF1A/TRADD",2,30,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.0785578957747
"REACTOME_9694548","Maturation of spike protein",0.930346828524082,0.0114696527496822,0.0834530289672217,"2/94","30/17332","5589/7841","PRKCSH/MOGS",2,30,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.0785578957747
"GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION","NEGATIVE REGULATION OF EPITHELIAL CELL
 PROLIFERATION",3.15896642417605,0.0119457470455623,0.0866066660803268,"4/94","163/17332","6772/567/4221/5467","STAT1/B2M/MEN1/PPARD",4,163,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.06244867922418
"REACTOME_9020702","Interleukin-1 signaling",1.521401381481,0.0121613848565108,0.0876397949834151,"3/94","88/17332","5970/5693/5720","RELA/PSMB5/PSME1",3,88,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.05729864705925
"GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE","STRESS ACTIVATED PROTEIN KINASE SIGNALING
 CASCADE",2.38053771635453,0.0122092010956992,0.0876397949834151,"5/94","253/17332","355/4221/5610/5859/8491","FAS/MEN1/EIF2AK2/QARS1/MAP4K3",5,253,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.05729864705925
"GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION","REGULATION OF SMAD PROTEIN SIGNAL
 TRANSDUCTION",1.97732804684114,0.0122177645223185,0.0876397949834151,"2/94","31/17332","3717/25937","JAK2/WWTR1",2,31,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.05729864705925
"GOBP_COPII_COATED_VESICLE_BUDDING","COPII COATED VESICLE BUDDING",0.838880912318012,0.0129867025805313,0.0925017762753634,"2/94","32/17332","56681/22872","SAR1A/SEC31A",2,32,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.03384992759414
"REACTOME_2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",1.44604665453075,0.0129867025805313,0.0925017762753634,"2/94","32/17332","4221/25937","MEN1/WWTR1",2,32,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.03384992759414
"GOBP_MATERNAL_PLACENTA_DEVELOPMENT","MATERNAL PLACENTA DEVELOPMENT",1.05181635416423,0.0137762240337912,0.0974415846292547,"2/94","33/17332","4221/5467","MEN1/PPARD",2,33,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.01125566200445
"PID_EPO_PATHWAY","EPO PATHWAY",3.00422602065193,0.0137762240337912,0.0974415846292547,"2/94","33/17332","6772/3717","STAT1/JAK2",2,33,"2020_Nature_Lawson_RencaHA",8,19,"Tcells","pos",1.01125566200445
"GOBP_POSITIVE_REGULATION_OF_BINDING","POSITIVE REGULATION OF BINDING",2.61217452021391,0.0140305320020869,0.09889576376471,"4/94","171/17332","567/3717/4221/267","B2M/JAK2/MEN1/AMFR",4,171,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.00482231116332
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","POSITIVE REGULATION OF DOUBLE STRAND
 BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION
",1.82259437567098,4.45596208940737e-10,1.07566924838294e-06,"7/84","37/17332","57599/8295/10902/26122/86/54556/55257","WDR48/TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",7,37,"2020_ScienceImmunology_Young_MC38",2,19,"Tcells","pos",5.96832124696331
"GOBP_HISTONE_H2A_ACETYLATION","HISTONE H2A ACETYLATION",1.59468859514014,1.02144054690712e-09,1.2328787401169e-06,"6/84","23/17332","8295/10902/26122/86/54556/55257","TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",6,23,"2020_ScienceImmunology_Young_MC38",1,19,"Tcells","pos",5.90907963637088
"KEGG_hsa05170","Human immunodeficiency virus 1 infection
",3.99192007965421,6.01625212356632e-09,4.84107754209637e-06,"11/84","212/17332","567/7132/3105/7133/1432/8717/841/5290/164/355/2475","B2M/TNFRSF1A/HLA-A/TNFRSF1B/MAPK14/TRADD/CASP8/PIK3CA/AP1G1/FAS/MTOR",11,212,"2020_ScienceImmunology_Young_MC38",14,19,"Tcells","pos",5.31505796097926
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","POSITIVE REGULATION OF DOUBLE STRAND
 BREAK REPAIR",1.82259437567098,2.42031295595097e-08,1.46065886891641e-05,"7/84","64/17332","57599/8295/10902/26122/86/54556/55257","WDR48/TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",7,64,"2020_ScienceImmunology_Young_MC38",1,19,"Tcells","pos",4.83545119997668
"GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION","POSITIVE REGULATION OF DNA RECOMBINATION
",1.82259437567098,4.5626848694017e-08,1.83572021245595e-05,"7/84","70/17332","57599/8295/10902/26122/86/54556/55257","WDR48/TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",7,70,"2020_ScienceImmunology_Young_MC38",1,19,"Tcells","pos",4.7361935101968
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","REGULATION OF DOUBLE STRAND BREAK
 REPAIR VIA HOMOLOGOUS RECOMBINATION",1.82259437567098,4.5626848694017e-08,1.83572021245595e-05,"7/84","70/17332","57599/8295/10902/26122/86/54556/55257","WDR48/TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",7,70,"2020_ScienceImmunology_Young_MC38",3,19,"Tcells","pos",4.7361935101968
"GOBP_HISTONE_H4_ACETYLATION","HISTONE H4 ACETYLATION",1.64841333844386,6.12948949362676e-08,2.113798233945e-05,"7/84","73/17332","8295/10902/26122/2033/86/54556/55257","TRRAP/BRD8/EPC2/EP300/ACTL6A/ING3/MRGBP",7,73,"2020_ScienceImmunology_Young_MC38",4,19,"Tcells","pos",4.67493646928319
"BIOCARTA_SODD_PATHWAY","SODD PATHWAY",2.2569108364722,1.05436669868962e-07,3.18155151329594e-05,"4/84","10/17332","7132/7133/8717/841","TNFRSF1A/TNFRSF1B/TRADD/CASP8",4,10,"2020_ScienceImmunology_Young_MC38",10,19,"Tcells","pos",4.4973610406003
"BIOCARTA_HIVNEF_PATHWAY","HIVNEF PATHWAY",2.32769154941085,2.89220432250778e-07,7.23723870472928e-05,"6/84","56/17332","7132/7133/8717/841/355/1616","TNFRSF1A/TNFRSF1B/TRADD/CASP8/FAS/DAXX",6,56,"2020_ScienceImmunology_Young_MC38",10,19,"Tcells","pos",4.14042710286972
"GOBP_PEPTIDYL_LYSINE_ACETYLATION","PEPTIDYL LYSINE ACETYLATION",1.84447490599585,2.99802763244792e-07,7.23723870472928e-05,"9/84","187/17332","27097/8295/10902/26122/2033/86/54556/4800/55257","TAF5L/TRRAP/BRD8/EPC2/EP300/ACTL6A/ING3/NFYA/MRGBP",9,187,"2020_ScienceImmunology_Young_MC38",4,19,"Tcells","pos",4.14042710286972
"GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR","POSITIVE REGULATION OF DNA REPAIR
",1.82259437567098,3.54840307764213e-07,7.78713184493463e-05,"7/84","94/17332","57599/8295/10902/26122/86/54556/55257","WDR48/TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",7,94,"2020_ScienceImmunology_Young_MC38",1,19,"Tcells","pos",4.10862247214566
"KEGG_hsa05167","Kaposi sarcoma-associated herpesvirus infection",3.03866165176655,4.08973859626445e-07,8.22719080948532e-05,"9/84","194/17332","7132/3105/1432/8717/841/5290/2033/355/2475","TNFRSF1A/HLA-A/MAPK14/TRADD/CASP8/PIK3CA/EP300/FAS/MTOR",9,194,"2020_ScienceImmunology_Young_MC38",17,19,"Tcells","pos",4.0847484301831
"KEGG_hsa05130","Pathogenic Escherichia coli infection",2.42799604029409,4.65418675857434e-07,8.6424667963065e-05,"9/84","197/17332","7132/1432/8717/841/3688/10972/81873/355/7430","TNFRSF1A/MAPK14/TRADD/CASP8/ITGB1/TMED10/ARPC5L/FAS/EZR",9,197,"2020_ScienceImmunology_Young_MC38",4,19,"Tcells","pos",4.06336228030839
"BIOCARTA_RELA_PATHWAY","RELA PATHWAY",1.94794543992865,6.72785878253137e-07,0.00011046825615376,"4/84","15/17332","7132/7133/8717/2033","TNFRSF1A/TNFRSF1B/TRADD/EP300",4,15,"2020_ScienceImmunology_Young_MC38",10,19,"Tcells","pos",3.95676250168788
"PID_HIV_NEF_PATHWAY","HIV NEF PATHWAY",2.05557319028248,6.86422469886664e-07,0.00011046825615376,"5/84","35/17332","7132/8717/841/355/1616","TNFRSF1A/TRADD/CASP8/FAS/DAXX",5,35,"2020_ScienceImmunology_Young_MC38",11,19,"Tcells","pos",3.95676250168788
"KEGG_hsa04150","mTOR signaling pathway",2.91919979288963,8.37137863243687e-07,0.000126303175116891,"8/84","155/17332","7132/9894/64223/9675/5290/79109/84219/2475","TNFRSF1A/TELO2/MLST8/TTI1/PIK3CA/MAPKAP1/WDR24/MTOR",8,155,"2020_ScienceImmunology_Young_MC38",5,19,"Tcells","pos",3.89858573164251
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","REGULATION OF DOUBLE STRAND BREAK
 REPAIR",1.82259437567098,1.03655302074214e-06,0.000133317480293107,"7/84","110/17332","57599/8295/10902/26122/86/54556/55257","WDR48/TRRAP/BRD8/EPC2/ACTL6A/ING3/MRGBP",7,110,"2020_ScienceImmunology_Young_MC38",3,19,"Tcells","pos",3.87511290312087
"GOBP_PROTEIN_ACETYLATION","PROTEIN ACETYLATION",1.84447490599585,1.04551289991434e-06,0.000133317480293107,"9/84","217/17332","27097/8295/10902/26122/2033/86/54556/4800/55257","TAF5L/TRRAP/BRD8/EPC2/EP300/ACTL6A/ING3/NFYA/MRGBP",9,217,"2020_ScienceImmunology_Young_MC38",4,19,"Tcells","pos",3.87511290312087
"PID_FAS_PATHWAY","FAS PATHWAY",1.3020013509766,1.04930908267151e-06,0.000133317480293107,"5/84","38/17332","1432/841/5290/355/7430","MAPK14/CASP8/PIK3CA/FAS/EZR",5,38,"2020_ScienceImmunology_Young_MC38",7,19,"Tcells","pos",3.87511290312087
"BIOCARTA_PML_PATHWAY","PML PATHWAY",1.77915570364538,1.16442392409001e-06,0.000134600963561347,"4/84","17/17332","7132/7133/355/1616","TNFRSF1A/TNFRSF1B/FAS/DAXX",4,17,"2020_ScienceImmunology_Young_MC38",7,19,"Tcells","pos",3.87095183113821
"KEGG_hsa04668","TNF signaling pathway",2.3690090363847,1.17092801772506e-06,0.000134600963561347,"7/84","112/17332","7132/7133/1432/8717/841/5290/355","TNFRSF1A/TNFRSF1B/MAPK14/TRADD/CASP8/PIK3CA/FAS",7,112,"2020_ScienceImmunology_Young_MC38",9,19,"Tcells","pos",3.87095183113821
"KEGG_hsa05163","Human cytomegalovirus infection",3.78336375990517,1.41211981920683e-06,0.000154948056525695,"9/84","225/17332","567/7132/3105/1432/8717/841/5290/355/2475","B2M/TNFRSF1A/HLA-A/MAPK14/TRADD/CASP8/PIK3CA/FAS/MTOR",9,225,"2020_ScienceImmunology_Young_MC38",16,19,"Tcells","pos",3.80981386663644
"PID_CXCR3_PATHWAY","CXCR3 PATHWAY",1.48054745806436,1.97445159480799e-06,0.000207231571733326,"5/84","43/17332","64223/1432/5290/79109/2475","MLST8/MAPK14/PIK3CA/MAPKAP1/MTOR",5,43,"2020_ScienceImmunology_Young_MC38",1,19,"Tcells","pos",3.6835440791148
"BIOCARTA_NKCELLS_PATHWAY","NKCELLS PATHWAY",2.99071083262786,2.34430531952047e-06,0.000235798043388434,"4/84","20/17332","567/3105/5290/3688","B2M/HLA-A/PIK3CA/ITGB1",4,20,"2020_ScienceImmunology_Young_MC38",8,19,"Tcells","pos",3.62745980292682
"GOBP_TOR_SIGNALING","TOR SIGNALING",2.43305219197304,2.72438744184376e-06,0.000258093591918152,"7/84","127/17332","9894/64223/9675/5290/79109/84219/2475","TELO2/MLST8/TTI1/PIK3CA/MAPKAP1/WDR24/MTOR",7,127,"2020_ScienceImmunology_Young_MC38",2,19,"Tcells","pos",3.5882227782114
