"id","HumanGene"
"Tm9sf1","TM9SF1"
"Lonp1","LONP1"
"Opa1","OPA1"
"Robo4","ROBO4"
"F13a1","F13A1"
"Ehhadh","EHHADH"
"Cluh","CLUH"
"Zfp946","ZNF34"
"Slc35f5","SLC35F5"
"Stra6l","STRA6LP"
"Uba7","UBA7"
"Unkl","UNKL"
"Errfi1","ERRFI1"
"Acot12","ACOT12"
"Cmtr1","CMTR1"
"Josd1","JOSD1"
"Acbd5","ACBD5"
"Nfx1","NFX1"
"Fbxl22","FBXL22"
"Tmem38a","TMEM38A"
"Nudt9","NUDT9"
"Zdhhc16","ZDHHC16"
"Gtsf1","GTSF1"
"Crct1","CRCT1"
"Tgm5","TGM5"
"Stk40","STK40"
"Muc5b","MUC5B"
"Gpcpd1","GPCPD1"
"Perm1","PERM1"
"Gbe1","GBE1"
"Ccdc3","CCDC3"
"Katnb1","KATNB1"
"Prl8a8","PRL"
"Phactr3","PHACTR3"
"Exoc3l4","EXOC3L4"
"P2ry13","P2RY13"
"Arpc5l","ARPC5L"
"Rnd3","RND3"
"Elp3","ELP3"
"Ttc27","TTC27"
"Gtf2e1","GTF2E1"
"Dtx2","DTX2"
"Vit","VIT"
"Khdc4","KHDC4"
"Cep97","CEP97"
"Fblim1","FBLIM1"
"Eif4enif1","EIF4ENIF1"
"Xpo6","XPO6"
"Acsl3","ACSL3"
"Sipa1l3","SIPA1L3"
"1700017B05Rik","C15orf39"
"Rbm26","RBM26"
"1700016H13Rik","C4orf36"
"Septin14","SEPTIN14"
"Paqr8","PAQR8"
"Tubgcp2","TUBGCP2"
"Mterf2","MTERF2"
"Iqce","IQCE"
"Chpf","CHPF"
"Slx4ip","SLX4IP"
"Atg7","ATG7"
"Ctbs","CTBS"
"Gale","GALE"
"Lrrc2","LRRC2"
"Ankrd9","ANKRD9"
"Armc1","ARMC1"
"Klrg2","KLRG2"
"Gpn1","GPN1"
"Smu1","SMU1"
"Cyld","CYLD"
"Tspan17","TSPAN17"
"Rnf138rt1","RNF138"
"Iqcf1","IQCF1"
"Aven","AVEN"
"Usp20","USP20"
"Mageb5","MAGEB5"
"Cldnd2","CLDND2"
"Chic2","CHIC2"
"Magea14","MAGEA10"
"Spatc1","SPATC1"
"1700086L19Rik","LINC00643"
"Tbc1d21","TBC1D21"
"Kcmf1","KCMF1"
"Spem1","SPEM1"
"Ccdc182","CCDC182"
"Mtmr3","MTMR3"
"Prss46","PRSS46"
"Osbp2","OSBP2"
"Rnf145","RNF145"
"Isca2","ISCA2"
"Hopx","HOPX"
"Mettl23","METTL23"
"Wdr33","WDR33"
"Cxxc1","CXXC1"
"Cltb","CLTB"
"Hnrnpr","HNRNPR"
"Dnajc14","DNAJC14"
"Ranbp10","RANBP10"
"Xrcc3","XRCC3"
"Palm3","PALM3"
"Slc6a19","SLC6A19"
"Ahcyl2","AHCYL2"
"Lrrtm1","LRRTM1"
"Crtc2","CRTC2"
"Meak7","MEAK7"
"Fhip1b","FHIP1B"
"Ddx23","DDX23"
"Zfp84","ZNF565"
"Lrguk","LRGUK"
"Smchd1","SMCHD1"
"4931414P19Rik","C14orf93"
"Cep57","CEP57"
"Spag17","SPAG17"
"Lonrf3","LONRF3"
"Mei1","MEI1"
"Rptor","RPTOR"
"Clec16a","CLEC16A"
"Gcc1","GCC1"
"Myo18b","MYO18B"
"Hsf2bp","HSF2BP"
"Ubap2l","UBAP2L"
"Ap5m1","AP5M1"
"Rmi1","RMI1"
"4932438H23Rik","C21orf62"
"Dpp8","DPP8"
"Specc1l","SPECC1L"
"Map10","MAP10"
"Zfp819","ZNF510"
"Terb2","TERB2"
"Efhc2","EFHC2"
"Odad4","ODAD4"
"Hyal6","HYAL6P"
"Ttll11","TTLL11"
"Plpp6","PLPP6"
"Gle1","GLE1"
"Tc2n","TC2N"
"Polr3c","POLR3C"
"Tktl2","TKTL2"
"Tmc5","TMC5"
"Eaf1","EAF1"
"Cfap20dc","CFAP20DC"
"Sohlh2","CCDC169-SOHLH2"
"Lrriq3","LRRIQ3"
"Clvs1","CLVS1"
"Cmip","CMIP"
"Slco6c1","SLCO6A1"
"Sgms2","SGMS2"
"P4htm","P4HTM"
"Slc9b1","SLC9B1"
"Arl13a","ARL13A"
"Pank2","PANK2"
"Pgs1","PGS1"
"Cfap53","CFAP53"
"Nsun6","NSUN6"
"Exoc3l2","EXOC3L2"
"Zswim5","ZSWIM5"
"Mfsd13b","MFSD13B"
"Pus10","PUS10"
"Hyal5","SPAM1"
"Taf7l","TAF7L"
"Cep72","CEP72"
"Stpg3","STPG3"
"4933427D14Rik","KIAA0753"
"Snx29","SNX29"
"Snx11","SNX11"
"Samd4","SAMD4A"
"Batf2","BATF2"
"Ifitm7","IFITM1"
"Lrrc71","LRRC71"
"Osbpl10","OSBPL10"
"Lrrc15","LRRC15"
"Mamstr","MAMSTR"
"Kbtbd13","KBTBD13"
"Tnks2","TNKS2"
"Gorasp1","GORASP1"
"Sost","SOST"
"Fam53a","FAM53A"
"Lrrc17","LRRC17"
"Neto2","NETO2"
"Cyp2j9","CYP2J2"
"Ppp4r4","PPP4R4"
"Morc2a","MORC2"
"Fam234b","FAM234B"
"Mgme1","MGME1"
"Gzf1","GZF1"
"Gsdmc4","GSDMC"
"Mau2","MAU2"
"Pck2","PCK2"
"Nipal3","NIPAL3"
"Themis3","THEMIS3P"
"Elovl7","ELOVL7"
"Nkx6-3","NKX6-3"
"Fer1l4","FER1L4"
"Rasgef1c","RASGEF1C"
"Mlkl","MLKL"
"Ttc17","TTC17"
"Zkscan1","ZKSCAN1"
"Kcnk16","KCNK16"
"Lvrn","LVRN"
"Glb1l","GLB1L"
"Pyroxd2","PYROXD2"
"Sppl3","SPPL3"
"Kbtbd12","KBTBD12"
"Abca12","ABCA12"
"Cds1","CDS1"
"Mrpl47","MRPL47"
"Cd200r3","CD200R1"
"Abcb8","ABCB8"
"Ocstamp","OCSTAMP"
"Scrn3","SCRN3"
"Scpep1","SCPEP1"
"Tmem81","TMEM81"
"Shpk","SHPK"
"Tent5c","TENT5C"
"Spsb1","SPSB1"
"S100pbp","S100PBP"
"Cpa5","CPA5"
"Pomk","POMK"
"Tex55","TEX55"
"Drc3","DRC3"
"Brme1","BRME1"
"Zfp943","ZNF34"
"Spdye4a","SPDYE1"
"Ptchd3","PTCHD3"
"Wdr35","WDR35"
"Dnaaf8","DNAAF8"
"Lrrc74b","LRRC74B"
"Tdrd9","TDRD9"
"Tbc1d30","TBC1D30"
"Ccdc7a","CCDC7"
"Ttll9","TTLL9"
"Wbp2nl","WBP2NL"
"Spata17","SPATA17"
"Snx16","SNX16"
"Tmem114","TMEM114"
"Setmar","SETMAR"
"Stx11","STX11"
"Rhoh","RHOH"
"Trim14","TRIM14"
"Pcf11","PCF11"
"C2cd5","C2CD5"
"Ddit4","DDIT4"
"Slamf8","SLAMF8"
"Trmo","TRMO"
"Dhcr24","DHCR24"
"Rab3il1","RAB3IL1"
"Mxra8","MXRA8"
"Mdga1","MDGA1"
"Naa60","NAA60"
"Klc4","KLC4"
"Yipf2","YIPF2"
"Pik3cb","PIK3CB"
"Hhatl","HHATL"
"Atp13a2","ATP13A2"
"Lmbr1l","LMBR1L"
"Ppa2","PPA2"
"Selenon","SELENON"
"Rrp7a","RRP7A"
"Wipi2","WIPI2"
"Glt8d2","GLT8D2"
"Naa15","NAA15"
"Manf","MANF"
"Usp38","USP38"
"Mss51","MSS51"
"Meikin","MEIKIN"
"Spin2-ps1","SPIN2B"
"Fam228a","FAM228A"
"Tmem65","TMEM65"
"Morn3","MORN3"
"Ccdc181","CCDC181"
"Kbtbd11","KBTBD11"
"Cylc2","CYLC2"
"Atp6v1e2","ATP6V1E2"
"Iqca1","IQCA1"
"Slc35f6","SLC35F6"
"Pmis2","PMIS2"
"Odad2","ODAD2"
"Lrriq1","LRRIQ1"
"Cldn34d","CLDN34"
"Usp47","USP47"
"Rab11fip2","RAB11FIP2"
"Tmprss12","TMPRSS12"
"Mindy1","MINDY1"
"Tmbim7","TMBIM7P"
"Ct55","CT55"
"Samd13","SAMD13"
"Rnase10","RNASE10"
"Purg","PURG"
"Mei4","MEI4"
"Efcab10","EFCAB10"
"Kif27","KIF27"
"Sf3a3","SF3A3"
"Zcchc13","ZCCHC13"
"Zbtb49","ZBTB49"
"Usp50","USP50"
"4930505A04Rik","C2orf73"
"Ube2dnl2","UBE2D4"
"Lysmd4","LYSMD4"
"Mmd2","MMD2"
"Zc2hc1b","ZC2HC1B"
"Nxnl2","NXNL2"
"Rsph10b","RSPH10B"
"Rprd2","RPRD2"
"Slxl1","SYCP3"
"Rasd2","RASD2"
"Mfsd13a","MFSD13A"
"Ccdc146","CCDC146"
"Tex38","TEX38"
"Meiob","MEIOB"
"Tmem269","TMEM269"
"Ankrd7","ANKRD7"
"Rhox2a","RHOXF2"
"Spaca6","SPACA6"
"Sv2c","SV2C"
"Prr3","PRR3"
"Rnf121","RNF121"
"Cep128","CEP128"
"Dusp18","DUSP18"
"Dpp3","DPP3"
"Rnf19b","RNF19B"
"Tomm20l","TOMM20L"
"Erich6b","ERICH6B"
"Pelp1","PELP1"
"Tmco5b","TMCO5B"
"Ppp1r1c","PPP1R1C"
"Bcdin3d","BCDIN3D"
"Slc35f4","SLC35F4"
"Zbtb3","ZBTB3"
"Prkd3","PRKD3"
"Cep43","CEP43"
"Asxl2","ASXL2"
"4930563E22Rik","C17orf100"
"Ankrd53","ANKRD53"
"4930550C14Rik","C11orf65"
"Taf1d","TAF1D"
"Parpbp","PARPBP"
"Etnk1","ETNK1"
"Fam243","C21orf140"
"Atf7ip2","ATF7IP2"
"Ccdc83","CCDC83"
"Mphosph8","MPHOSPH8"
"Slamf7","SLAMF7"
"Magea13","MAGEA11"
"4930558K02Rik","C1orf105"
"Sirt4","SIRT4"
"Boll","BOLL"
"Spp2","SPP2"
"Mrpl32","MRPL32"
"Defb29","DEFB116"
"Arhgap36","ARHGAP36"
"Ndufs7","NDUFS7"
"Slitrk5","SLITRK5"
"Kmt2b","KMT2B"
"Arhgap12","ARHGAP12"
"Nop14","NOP14"
"Secisbp2","SECISBP2"
"Mettl5","METTL5"
"Arl5a","ARL5A"
"Zfp820","ZNF34"
"Tti1","TTI1"
"Igfbpl1","IGFBPL1"
"Fam183b","FAM183A"
"Anapc15","ANAPC15"
"Cfap97d1","CFAP97D1"
"Ccdc192","CCDC192"
"Ascc2","ASCC2"
"Ccdc7b","CCDC7"
"Phpt1","PHPT1"
"Prps1l1","PRPS1L1"
"Cklf","CKLF"
"Syce3","SYCE3"
"Dynlrb2","DYNLRB2"
"Stpg4","STPG4"
"Spata19","SPATA19"
"Iqcf5","IQCF5"
"1700009N14Rik","RAN"
"Cfap126","CFAP126"
"Oplah","OPLAH"
"Pfn3","PFN3"
"1700003F12Rik","C20orf144"
"Hspb9","HSPB9"
"Cox8c","COX8C"
"Morn5","MORN5"
"Fabp12","FABP12"
"Cmtm2b","CMTM2"
"Pou5f2","POU5F2"
"Izumo2","IZUMO2"
"Gpx6","GPX6"
"1700013H16Rik","SYCP3"
"Ttc32","TTC32"
"Tex48","TEX48"
"Eppin","EPPIN-WFDC6"
"Tex29","TEX29"
"Lyrm7","LYRM7"
"Nme5","NME5"
"Fpgt","FPGT"
"Nat8f4","NAT8"
"Akap13","AKAP13"
"Paqr9","PAQR9"
"Zc3h14","ZC3H14"
"Nscme3l","NSMCE3"
"Cfap161","CFAP161"
"Spata45","SPATA45"
"Ep400","EP400"
"Dnali1","DNALI1"
"Rsph9","RSPH9"
"Sgf29","SGF29"
"Capsl","CAPSL"
"Nhej1","NHEJ1"
"Spata9","SPATA9"
"Acyp2","ACYP2"
"Prr29","PRR29"
"Dynap","DYNAP"
"Fggy","FGGY"
"2310034G01Rik","C10orf95"
"Zbtb4","ZBTB4"
"Yipf7","YIPF7"
"Krtap9-3","KRTAP1-3"
"Dusp9","DUSP9"
"Malsu1","MALSU1"
"Prl7b1","PRL"
"Ndufaf2","NDUFAF2"
"Pcdh1","PCDH1"
"Calml4","CALML4"
"Tm4sf5","TM4SF5"
"Kdm5b","KDM5B"
"Wnk2","WNK2"
"Chmp4b","CHMP4B"
"Gns","GNS"
"Med25","MED25"
"Smim15","SMIM15"
"Rps25","RPS25"
"Fastkd2","FASTKD2"
"Kxd1","KXD1"
"Spaca3","SPACA3"
"Tex30","TEX30"
"Metap1","METAP1"
"Mageh1","MAGEH1"
"Snapc1","SNAPC1"
"Spata25","SPATA25"
"Ccdc172","CCDC172"
"Rai14","RAI14"
"Ssmem1","SSMEM1"
"1700020A23Rik","C20orf141"
"Wdr54","WDR54"
"Lin37","LIN37"
"Bicdl1","BICDL1"
"Tmem225","TMEM225"
"Rasl10a","RASL10A"
"Pik3r4","PIK3R4"
"Tex22","TEX22"
"Cldn22","CLDN22"
"Ippk","IPPK"
"Nudt16","NUDT16"
"Ripor1","RIPOR1"
"Higd1b","HIGD1B"
"Vsig10l","VSIG10L"
"Anks6","ANKS6"
"Nr2c2ap","NR2C2AP"
"Rilpl1","RILPL1"
"C2cd4b","C2CD4B"
"Shld2","SHLD2"
"Ces1h","CES1"
"Eif4b","EIF4B"
"Krt24","KRT24"
"Rbm12","RBM12"
"Tmem14a","TMEM14A"
"Cul5","CUL5"
"Vwa5b1","VWA5B1"
"Amotl1","AMOTL1"
"Phf14","PHF14"
"Fam227a","FAM227A"
"Idnk","IDNK"
"Iqcd","IQCD"
"Mff","MFF"
"Pank1","PANK1"
"Bcl2l12","BCL2L12"
"Mpp7","MPP7"
"Egfem1","EGFEM1P"
"Svip","SVIP"
"Rian","MEG8"
"Morc4","MORC4"
"Sesn3","SESN3"
"Slc10a6","SLC10A6"
"Ipo4","IPO4"
"Klf17","KLF17"
"9130401M01Rik","C8orf76"
"Apol7a","APOL1"
"Dcaf17","DCAF17"
"Slx1b","SLX1A"
"Dcstamp","DCSTAMP"
"Rab11fip1","RAB11FIP1"
"Plppr5","PLPPR5"
"Brsk2","BRSK2"
"Pnpla5","PNPLA5"
"Adad2","ADAD2"
"Ttc23l","TTC23L"
"Them4","THEM4"
"Lca5","LCA5"
"Cfap299","CFAP299"
"Klhl24","KLHL24"
"Ckap5","CKAP5"
"Smurf1","SMURF1"
"Cdyl2","CDYL2"
"4930444P10Rik","LOC100130301"
"4930447C04Rik","C14orf39"
"Nln","NLN"
"Saxo1","SAXO1"
"Tasp1","TASP1"
"Wdr64","WDR64"
"Fam227b","FAM227B"
"Senp2","SENP2"
"Hormad2","HORMAD2"
"Rnf139","RNF139"
"Crppa","CRPPA"
"Tex26","TEX26"
"Clec4g","CLEC4G"
"Arl5b","ARL5B"
"Tcam1","TCAM1P"
"Zfp821","ZNF821"
"Gstt4","GSTT4"
"Adal","ADAL"
"Dcp1a","DCP1A"
"Dipk2b","DIPK2B"
"Fam184a","FAM184A"
"Vmp1","VMP1"
"Exoc6b","EXOC6B"
"4930579G24Rik","C4orf46"
"Samd7","SAMD7"
"Srrm2","SRRM2"
"Mir17hg","MIR17HG"
"Trappc8","TRAPPC8"
"Zdhhc20","ZDHHC20"
"Ccdc162","CCDC162P"
"Dock11","DOCK11"
"Rab30","RAB30"
"Agmat","AGMAT"
"Slain2","SLAIN2"
"Ms4a18","MS4A18"
"Zmym2","ZMYM2"
"Zc3h18","ZC3H18"
"Gon4l","GON4L"
"Cant1","CANT1"
"Ccdc125","CCDC125"
"Ncapg2","NCAPG2"
"Ganc","GANC"
"Oga","OGA"
"Jakmip1","JAKMIP1"
"Rnf183","RNF183"
"Pcgf5","PCGF5"
"Gbp8","GBP6"
"Ttpal","TTPAL"
"Dock8","DOCK8"
"Rapgef2","RAPGEF2"
"Rap2a","RAP2A"
"Lpo","LPO"
"Arhgap15","ARHGAP15"
"Gpsm2","GPSM2"
"Las1l","LAS1L"
"Depdc1a","DEPDC1"
"Faxc","FAXC"
"Mcur1","MCUR1"
"Ccdc138","CCDC138"
"Ppp1r14c","PPP1R14C"
"Fam131b","FAM131B"
"Slc35d3","SLC35D3"
"Lamp5","LAMP5"
"Cplane2","CPLANE2"
"Snrnp35","SNRNP35"
"Coa5","COA5"
"Usp31","USP31"
"Celf6","CELF6"
"Abca6","ABCA6"
"Adhfe1","ADHFE1"
"Abhd12","ABHD12"
"Med13l","MED13L"
"Stard3nl","STARD3NL"
"Gpr165","GPR165P"
"Jakmip2","JAKMIP2"
"Arxes1","SPCS3"
"Agbl3","AGBL3"
"Dnttip1","DNTTIP1"
"Grhpr","GRHPR"
"Rtf1","RTF1"
"Ercc6l2","ERCC6L2"
"Atp6v0e2","ATP6V0E2"
"Slc38a3","SLC38A3"
"Ttc8","TTC8"
"0610040J01Rik","C4orf19"
"Gstk1","GSTK1"
"Tsen54","TSEN54"
"Fads1","FADS1"
"Ndfip2","NDFIP2"
"Cyp2d26","CYP2D6"
"Tax1bp3","TAX1BP3"
"Gpt","GPT"
"Mfap4","MFAP4"
"Asb5","ASB5"
"Atp11b","ATP11B"
"Erp44","ERP44"
"Pcnp","PCNP"
"Osbp","OSBP"
"Slc18b1","SLC18B1"
"Rab1b","RAB1B"
"Cog2","COG2"
"Rab2b","RAB2B"
"Tgds","TGDS"
"Trmt5","TRMT5"
"Tbx18","TBX18"
"Mtif3","MTIF3"
"Trp53rkb","TP53RK"
"Det1","DET1"
"Slc24a2","SLC24A2"
"Ropn1","ROPN1"
"Cep112","CEP112"
"H2al1m","H2AL1RP"
"Ankrd36","ANKRD18A"
"Zfp735","ZNF658"
"Il31","IL31"
"Pbp2","PEBP1"
"1700018B08Rik","C16orf95"
"Sun5","SUN5"
"Abcc3","ABCC3"
"Ift43","IFT43"
"Fam187b","FAM187B"
"Polr1has","ZNRD1ASP"
"1700028K03Rik","C1orf146"
"Mroh3","MROH3P"
"Gid8","GID8"
"Fam209","FAM209B"
"Lhpp","LHPP"
"Rftn1","RFTN1"
"Daam2","DAAM2"
"Krtap4-7","KRTAP4-11"
"Ppp1r18","PPP1R18"
"Prss23","PRSS23"
"Fbxo31","FBXO31"
"Ccdc134","CCDC134"
"Car12","CA12"
"Knl1","KNL1"
"Msrb2","MSRB2"
"Cmya5","CMYA5"
"Pcolce2","PCOLCE2"
"Haus8","HAUS8"
"Smndc1","SMNDC1"
"Rmc1","RMC1"
"Lmf1","LMF1"
"Kndc1","KNDC1"
"Glt8d1","GLT8D1"
"Ly6k","LY6K"
"Ppp1r3g","PPP1R3G"
"Abhd14b","ABHD14B"
"Ppp1r11","PPP1R11"
"Paqr4","PAQR4"
"Clasp2","CLASP2"
"Ip6k2","IP6K2"
"Commd9","COMMD9"
"Smim45","SMIM45"
"Aoc1","AOC1"
"Plet1","PLET1"
"Trappc9","TRAPPC9"
"Lsm8","LSM8"
"Cln6","CLN6"
"Il34","IL34"
"Fam204a","FAM204A"
"Tmem101","TMEM101"
"Ccdc6","CCDC6"
"Atg2b","ATG2B"
"Prss8","PRSS8"
"Snx7","SNX7"
"Qrsl1","QRSL1"
"Rflnb","RFLNB"
"Ift46","IFT46"
"Styxl1","STYXL1"
"Rbmxl2","RBMXL2"
"Spatc1l","SPATC1L"
"Mfsd2a","MFSD2A"
"Faf2","FAF2"
"Mib2","MIB2"
"Ipo11","IPO11"
"Unc5cl","UNC5CL"
"Dnajc18","DNAJC18"
"Llcfc1","LLCFC1"
"Hectd3","HECTD3"
"Lrrc27","LRRC27"
"Immt","IMMT"
"Got1l1","GOT1L1"
"Msi2","MSI2"
"Prr30","PRR30"
"Tmem270","TMEM270"
"Stambpl1","STAMBPL1"
"Lrmda","LRMDA"
"1700113H08Rik","C12orf42"
"Pkd1l2","PKD1L2"
"Wdr38","WDR38"
"Srxn1","SRXN1"
"Actrt3","ACTRT3"
"Cby3","CBY3"
"Upp2","UPP2"
"Mdh1b","MDH1B"
"Cfap70","CFAP70"
"Trim12a","TRIM5"
"Clip3","CLIP3"
"Spcs3","SPCS3"
"Arfrp1","ARFRP1"
"Ctrc","CTRC"
"Cpb1","CPB1"
"Clasp1","CLASP1"
"Arpc2","ARPC2"
"Slc6a21","SLC6A21P"
"Catsperg2","CATSPERG"
"Kansl1","KANSL1"
"Ckmt2","CKMT2"
"Creld2","CRELD2"
"Efr3a","EFR3A"
"Snx27","SNX27"
"Gje1","GJE1"
"Dapl1","DAPL1"
"Trdn","TRDN"
"Gsdma2","GSDMA"
"Mospd2","MOSPD2"
"Alpi","ALPP"
"Csta2","CSTA"
"Slc10a7","SLC10A7"
"Cluap1","CLUAP1"
"Mettl4","METTL4"
"Mtif2","MTIF2"
"Ppfia3","PPFIA3"
"Klhdc10","KLHDC10"
"Mzt1","MZT1"
"Spring1","SPRING1"
"Snip1","SNIP1"
"Tbc1d9b","TBC1D9B"
"2410137M14Rik","HLA-A"
"Tmem234","TMEM234"
"Usp42","USP42"
"Kdm4c","KDM4C"
"Rpl18a","RPL18A"
"Bri3bp","BRI3BP"
"Armc6","ARMC6"
"Calcoco2","CALCOCO2"
"Sdccag8","SDCCAG8"
"Cyria","CYRIA"
"Mtfr1l","MTFR1L"
"Nubpl","NUBPL"
"Dok5","DOK5"
"Hyls1","HYLS1"
"Dtl","DTL"
"Rps9","RPS9"
"Ago4","AGO4"
"Gper1","GPER1"
"Catsper3","CATSPER3"
"Spopl","SPOPL"
"Nlrp14","NLRP14"
"Dcun1d5","DCUN1D5"
"Morn1","MORN1"
"Rhbdd1","RHBDD1"
"Ccdc116","CCDC116"
"Rab36","RAB36"
"Cyfip2","CYFIP2"
"Fam81a","FAM81A"
"Coq8b","COQ8B"
"Memo1","MEMO1"
"Rnft1","RNFT1"
"Cers2","CERS2"
"Mettl15","METTL15"
"Bicd2","BICD2"
"Ralyl","RALYL"
"B3gat1","B3GAT1"
"Golga1","GOLGA1"
"Ssbp4","SSBP4"
"Jade2","JADE2"
"Lrg1","LRG1"
"Mnd1","MND1"
"Timmdc1","TIMMDC1"
"Flywch2","FLYWCH2"
"Arrdc5","ARRDC5"
"Spata46","SPATA46"
"Tsacc","TSACC"
"Arfip2","ARFIP2"
"Ifi27l2a","IFI27L1"
"Hnrnpm","HNRNPM"
"Rbm17","RBM17"
"Lypd5","LYPD5"
"Psapl1","PSAPL1"
"Ndufaf6","NDUFAF6"
"Nt5c2","NT5C2"
"Chmp5","CHMP5"
"Bcas1","BCAS1"
"2610028H24Rik","C21orf58"
"Slitrk1","SLITRK1"
"2700049A03Rik","KIAA0586"
"Chst1","CHST1"
"Sult2a8","SULT2A1"
"Snhg20","SNHG20"
"Urah","URAHP"
"Arxes2","SPCS3"
"Ube2ql1","UBE2QL1"
"Vxn","VXN"
"Scfd1","SCFD1"
"Hdhd2","HDHD2"
"Fbxw27","FBXW12"
"Ddrgk1","DDRGK1"
"Ticrr","TICRR"
"Mpped2","MPPED2"
"Col25a1","COL25A1"
"Slc9a8","SLC9A8"
"Tstd3","TSTD3"
"2510039O18Rik","KIAA2013"
"Kdm8","KDM8"
"Mrap","MRAP"
"Arfgap2","ARFGAP2"
"Atg16l1","ATG16L1"
"Arsk","ARSK"
"Hyal4","HYAL4"
"Arid2","ARID2"
"Bcl7a","BCL7A"
"Cep83","CEP83"
"Sun1","SUN1"
"Krt76","KRT76"
"Tmco4","TMCO4"
"Ston1","STON1"
"Ccdc183","CCDC183"
"Ints7","INTS7"
"Ankrd11","ANKRD11"
"Ocel1","OCEL1"
"Tanc2","TANC2"
"Tmem181a","TMEM181"
"Gpbp1l1","GPBP1L1"
"Klhl2","KLHL2"
"Mtmr2","MTMR2"
"Zfp934","ZNF101"
"Il33","IL33"
"Crebrf","CREBRF"
"Hnrnpa0","HNRNPA0"
"Ptgr2","PTGR2"
"Tmem200a","TMEM200A"
"9430038I01Rik","C10orf143"
"Yif1b","YIF1B"
"Zfp142","ZNF142"
"Nkrf","NKRF"
"Fam162b","FAM162B"
"Raph1","RAPH1"
"Wdr82","WDR82"
"Ankrd55","ANKRD55"
"Akr1c21","AKR1C1"
"Axdnd1","AXDND1"
"Sec24a","SEC24A"
"Rab35","RAB35"
"Esrp2","ESRP2"
"C330018D20Rik","C5orf63"
"Spinkl","SPINK9"
"Heg1","HEG1"
"Tmem116","TMEM116"
"Kidins220","KIDINS220"
"Stk31","STK31"
"Dnhd1","DNHD1"
"Zfp266","ZNF266"
"Mtus2","MTUS2"
"Tmem213","TMEM213"
"Anks1b","ANKS1B"
"Jrkl","JRKL"
"Shisa4","SHISA4"
"Agl","AGL"
"Limch1","LIMCH1"
"Vps33a","VPS33A"
"Tcaf1","TCAF1"
"Spns3","SPNS3"
"Bcl9","BCL9"
"Myh10","MYH10"
"Mboat7","MBOAT7"
"Notum","NOTUM"
"Chst15","CHST15"
"Ddx10","DDX10"
"Usp45","USP45"
"Nup210l","NUP210L"
"Adgrf1","ADGRF1"
"Rbm12b2","RBM12B"
"H2az2","H2AZ2"
"Odad3","ODAD3"
"Prss36","PRSS36"
"Prelid2","PRELID2"
"Apex2","APEX2"
"Smpd4","SMPD4"
"Efcab6","EFCAB6"
"Sphkap","SPHKAP"
"Prdm8","PRDM8"
"Pramel13","PRAME"
"Snapc3","SNAPC3"
"Steep1","STEEP1"
"Trat1","TRAT1"
"Zfp955a","ZNF101"
"Arhgef38","ARHGEF38"
"Defb41","DEFB130"
"Defb12","DEFB105B"
"Ehmt1","EHMT1"
"Mmab","MMAB"
"Lcn12","LCN12"
"Lcn9","LCN9"
"Cstdc2","CST9L"
"Abcb5","ABCB5"
"Smim41","SMIM41"
"Mrps5","MRPS5"
"6030468B19Rik","C17orf99"
"Rnf170","RNF170"
"Adamtsl1","ADAMTSL1"
"Bora","BORA"
"Gm9736","KRTAP10-4"
"Elp4","ELP4"
"Ermn","ERMN"
"Csrnp3","CSRNP3"
"Dcst1","DCST1"
"Ulbp1","ULBP1"
"Epm2aip1","EPM2AIP1"
"Polq","POLQ"
"Adamtsl2","ADAMTSL2"
"Sla2","SLA2"
"Shisal2b","SHISAL2B"
"Esco1","ESCO1"
"Lrrc42","LRRC42"
"Krba1","KRBA1"
"Tchp","TCHP"
"Mlana","MLANA"
"Msl2","MSL2"
"Thyn1","THYN1"
"Ypel2","YPEL2"
"6030458C11Rik","C5orf22"
"Lbh","LBH"
"Ube2s","UBE2S"
"Fate1","FATE1"
"Krtap17-1","KRTAP17-1"
"Krtap19-3","KRTAP19-1"
"Yipf6","YIPF6"
"Fam53b","FAM53B"
"Rpgrip1","RPGRIP1"
"Cyp20a1","CYP20A1"
"Hook1","HOOK1"
"Rdh12","RDH12"
"Tmem50b","TMEM50B"
"Nuak1","NUAK1"
"Sbf1","SBF1"
"Ascc3","ASCC3"
"Cutal","CUTALP"
"Grifin","GRIFIN"
"Prr15","PRR15"
"Ccdc150","CCDC150"
"Mccc2","MCCC2"
"Tmem190","TMEM190"
"Cpt1c","CPT1C"
"Lcn8","LCN8"
"Crisp4","CRISP1"
"Sowahb","SOWAHB"
"Msantd4","MSANTD4"
"4930451I11Rik","C16orf92"
"Spata31","SPATA31A7"
"Lpar4","LPAR4"
"Cox7b2","COX7B2"
"Ninl","NINL"
"Tmem210","TMEM210"
"Trappc6b","TRAPPC6B"
"Spint4","SPINT4"
"Cst11","CST11"
"Dnajc21","DNAJC21"
"Acbd7","ACBD7"
"Phf23","PHF23"
"Armcx1","ARMCX1"
"Adgrf4","ADGRF4"
"Iqch","IQCH"
"Zfp712","ZNF726"
"Nxpe2","NXPE2"
"Ralgps2","RALGPS2"
"Lrrc9","LRRC9"
"Mroh9","MROH9"
"Zfp687","ZNF687"
"Klhdc8b","KLHDC8B"
"Map7d2","MAP7D2"
"Creb3l4","CREB3L4"
"Nav2","NAV2"
"Rbsn","RBSN"
"Rps27a","RPS27A"
"Naa38","NAA38"
"Tsga10ip","TSGA10IP"
"Gpr108","GPR108"
